phrase,phrase_puj,phrase_simple_puj,freq,mandarin,english,source,tag
蔗粕,chià-phoh,chia3-phoh4,k00,甘蔗渣,,考釋,植物|蔬菓
蔥頭,tshang-thâu,tshang1-thau5,k10,蔥頭,onion root,汕頭話讀本,
蔫,iang,iang1,k00,(肉)變質,,考釋,飲食
薄,po̍h,poh8,k00,(液體味道)淡,thin,考釋,飲食
薄荷,pô-hò,po5-ho3,k10,薄荷,mint,汕頭話讀本,
薄荷油,pô-hò-iû,po5-ho3-iu5,k10,薄荷油,peppermint,汕頭話讀本,
薟椒,hiam-chie,hiam1-chie1,k00,辣椒,chillies,汕頭話讀本,植物|蔬菓
薰屎,hun-sái,hun1-sai2,k10,薰屎,dross,汕頭話讀本,
薰筒,hun-tâng,hun1-tang5,k00,煙囪,pipe for smoking,汕頭話讀本,
薺蔥,chîⁿ-tshang,chinn5-tshang1,k00,荸薺,name of a kind of fruit,汕頭話讀本,植物|蔬菓
藕粉,ngóu-hún,ngou2-hun2,k10,藕粉,arrowroot,汕頭話讀本,
藤牌,tîn-pâi,tin5-pai5,k10,盾牌,shield,汕頭話讀本,
藥丸,ie̍h-îⁿ,ieh8-inn5,k10,藥丸,pills,汕頭話讀本,
藥單,ie̍h-tuaⁿ,ieh8-tuann1,k10,藥單,a prescription,汕頭話讀本,
藥方,ie̍h-hng,ieh8-hng1,k10,藥方,a prescription,汕頭話讀本,
藥末,ie̍h-bua̍h,ieh8-buah8,k10,藥末,"powder, for taking, applying",汕頭話讀本,
藥根,ie̍h-kṳn,ieh8-kurn1,k10,藥根,drugs,汕頭話讀本,
藥機,ie̍h-kúi,ieh8-kui2,k20,引擎,engine,汕頭話讀本,職業|行船
藥粉,ie̍h-hún,ieh8-hun2,k10,藥粉,"powder, for taking",汕頭話讀本,
虎牢,hóuⁿ-lô,hounn2-lo5,k10,虎牢,trap for tigers,汕頭話讀本,
號頭,hō-thâu,ho7-thau5,k10,號頭,mark,汕頭話讀本,
虱箆,sat-pìn,sat4-pin3,k10,梳子,comb|a chinese smalltooth comb,汕頭話讀本,
虹,khẽng,kheng6,k00,彩虹,rainbow,汕頭話讀本,天地
虼蚤,ka-tsáu,ka1-tsau2,k10,跳蚤,flea,汕頭話讀本,
虼蚻,ka-tsua̍h,ka1-tsuah8,k10,蟑螂,cockroach,汕頭話讀本,
蛤婆,kap-pô,kap4-po5,k10,蛤蟆,toad,汕頭話讀本,
蜂岫,phang-siū,phang1-siu7,k00,蜂巢,hive,汕頭話讀本,動物|蟲
蜈蚣,gê-kang,ge5-kang1,k10,蜈蚣,centipede,汕頭話讀本,
蜈蜞,hôu-khî,hou5-khi5,k00,水蛭,leech,汕頭話讀本,動物|蟲
蜘蛛,ti-tu,ti1-tu1,k10,蜘蛛,spider little,汕頭話讀本,
蜘蛛絲,ti-tu-si,ti1-tu1-si1,k10,蜘蛛絲,cobweb|web,汕頭話讀本,
蝎囝,hiet-kiáⁿ,hiet4-kiann2,k10,蝎子,scorpion,汕頭話讀本,
蝕本,si̍h-pńg,sih8-png2,k00,虧本,loss,汕頭話讀本,職業|經商
蝦米,hê-bí,he5-bi2,k10,蝦米,dried prawns,汕頭話讀本,
蝴蠅,hôu-sîn,hou5-sin5,k10,蒼蠅,fly,汕頭話讀本,
蠐龍,chîⁿ-lêng,chinn5-leng5,k10,蜥蜴,lizard,汕頭話讀本,
蠓帳,máng-tiàⁿ,mang2-tiann3,k10,蚊帳,mosquito curtain,汕頭話讀本,
蠓帳鈎,máng-tiàⁿ-kau,mang2-tiann3-kau1,k10,蚊帳鈎,a hook for mosquito net,汕頭話讀本,
蠔殼鏡,ô-khak-kiàⁿ,o5-khak4-kiann3,k00,珍珠母,motherofpearl,汕頭話讀本,職業|經商
蠔珠,ô-tsu,o5-tsu1,k00,珍珠,pearl,汕頭話讀本,職業|經商
蠟蔗,la̍h-chià,lah8-chia3,k00,紅甘蔗,sugarcane,汕頭話讀本,植物|蔬菓
血脈,hueh-me̍hⁿ,hueh4-mehnn8,k00,血管,artery|bloodvessel,汕頭話讀本,
血脉,hueh-méhⁿ,hueh4-mehnn2,k00,血管,,汕頭話讀本,人|身體
衊着垃圾,mak-tie̍h-nah-sap,mak4-tieh8-nah4-sap4,k10,染到垃圾,,汕頭話讀本,
衋心,kek-sim,kek4-sim1,k00,痛心,,考釋,人|情緒
行,kiâⁿ,kiann5,k00,走,act|perform|travel|walk,汕頭話讀本,人|行動
行和,kiâⁿ-huâ,kiann5-hua5,k10,行和,conciliate|negotiations,汕頭話讀本,
行埋,kiâⁿ-buâ,kiann5-bua5,k10,行入,,汕頭話讀本,
行孝,kiâⁿ-hàu,kiann5-hau3,k00,孝順,filial|filial piety,汕頭話讀本,人|行動
行差路,kiâⁿ-tāⁿ-lōu,kiann5-tann7-lou7,k10,迷路,astray,汕頭話讀本,交通
行情,hâng-chhêng,hang5-chheng5,k10,行情,"price current|market, price",汕頭話讀本,
行李,hêng-lí,heng5-li2,k10,行李,baggage,汕頭話讀本,
行止,hẽng-chí,heng6-chi2,k00,品德,,考釋,人|品評
行爲,kiâⁿ-ûi,kiann5-ui5,k10,行爲,conduct,汕頭話讀本,
行猛在,kiâⁿ-mé-tsãi,kiann5-me2-tsai6,k10,走很快,it goes very fast,汕頭話讀本,
行禮,kiâⁿ-lói,kiann5-loi2,k10,行禮,ceremony perform,汕頭話讀本,
行船儂,kiâⁿ-tsûn-nâng,kiann5-tsun5-nang5,k00,船夫,boatman|a seafaring man,汕頭話讀本,職業|行船
行走,kiâⁿ-tsáu,kiann5-tsau2,k10,行走,exercise,汕頭話讀本,
行踏,kiâⁿ-ta̍h,kiann5-tah8,k00,走動,,考釋,人|行動
街市,koi-chhĩ,koi1-chhi6,k00,市場,"market, (street",汕頭話讀本,職業|經商
街路,koi-lōu,koi1-lou7,k10,街道,street,汕頭話讀本,
衙門,gê-mn̂g,ge5-mng5,k10,衙門,court|yamen,汕頭話讀本,
衝性,chèng-sêⁿ,cheng3-senn5,k00,發脾氣,,考釋,人|情緒
表伯,piè-peh,pie3-peh4,k10,表伯,"grandaunt's child, elder",汕頭話讀本,
表兄弟,pié-hiaⁿ-tĩ,pie2-hiann1-ti6,k10,表兄弟,maternal uncle's sons|paternal aunt's sons|maternal aunt's sons,汕頭話讀本,
表叔,piè-chek,pie3-chek4,k10,表叔,"grandaunt's child, younger",汕頭話讀本,
表姊妹,pié-chí-mūe,pie2-chi2-mue7,k10,表姊妹,maternal uncle's daughters,汕頭話讀本,
表姐妹,pié-ché-mūe,pie2-che2-mue7,k10,表姐妹,paternal aunt's daughters|maternal aunt's daughters,汕頭話讀本,
表明,piáu-mêng,piau2-meng5,k10,表明,denote|show,汕頭話讀本,
衫䘼,saⁿ-ńg,sann1-ng2,k00,衣袖,sleeve|sleeves,考釋,打扮
衫吊,saⁿ-tiàu,sann1-tiau3,k10,晾衣架,a clotheshorse,汕頭話讀本,起居|物件
衫袋,saⁿ-tō,sann1-to7,k00,衣袋,pockets,汕頭話讀本,打扮
衫裾,saⁿ-kṳ,sann1-kur1,k10,衣襟,,考釋,打扮
衫褲,saⁿ-khòu,sann1-khou3,k00,衣服,clothes,汕頭話讀本,打扮
衰疲,sue-phî,sue1-phi5,k00,萎靡,,考釋,人|品評
衰颯,sue-sap,sue1-sap4,k00,萎靡,,考釋,人|品評
袂,bõi,boi6,k00,不會,cannot|no,汕頭話讀本,入門
袂使,bõi-sái,boi6-sai2,k10,不使,that won't do,汕頭話讀本,
袂孬,bõi-mó,boi6-mo2,k00,不錯,,,入門
袂得,bõi-tit,boi6-tit4,k10,不得,cannot,汕頭話讀本,
袂消,bõi-siau,boi6-siau1,k10,不消,sale no,汕頭話讀本,
袂無班母,bõi-bô-pan-bó,boi6-bo5-pan1-bo2,k10,不會無節制,,汕頭話讀本,
袂過分,bõi-kùe-hūn,boi6-kue3-hun7,k10,不會過分,moderate,汕頭話讀本,
袂食,bõi-chia̍h,boi6-chiah8,k10,不會吃,appetite no,汕頭話讀本,
被告,pĩ-kò,pi6-ko3,k00,被告,defendant|accused,汕頭話讀本,法律
袷囝,kah-kiáⁿ,kah4-kiann2,k00,馬甲,a waistcoat,汕頭話讀本,打扮
裁縫,tshâi-hông,tshai5-hong5,k10,裁縫,tailor,汕頭話讀本,
裘,hiûⁿ,hiunn5,k00,襖,coat for winter|a winter coat,汕頭話讀本,打扮
補藥,póu-ie̍h,pou2-ieh8,k10,補藥,tonic,汕頭話讀本,
補還,póu-hôiⁿ,pou2-hoinn5,k10,補還,compensate,汕頭話讀本,
補鞋,póu-ôi,pou2-oi5,k10,補鞋,cobbler,汕頭話讀本,
褥,zo̍k,zok8,k00,床墊,mattress,汕頭話讀本,起居|物件
褪,thǹg,thng3,k00,脫,strip,汕頭話讀本,打扮
褪色,thò-sek,tho3-sek4,k10,褪色,fade as colour,汕頭話讀本,
褪赤赤,thǹg-theh-theh,thng3-theh4-theh4,k10,脫光光,bare,汕頭話讀本,
褪赤骹,thǹg-chiah-kha,thng3-chiah4-kha1,k10,打赤腳,bare,汕頭話讀本,
褲吊,khòu-tiàu,khou3-tiau3,k10,褲吊,braces,汕頭話讀本,
褲帶,khòu-tuā,khou3-tua7,k00,腰帶,,汕頭話讀本,打扮
褲橛,khòu-ku̍eh,khou3-kueh8,k00,短褲,short trowsers,汕頭話讀本,打扮
褲腿,khòu-thúi,khou3-thui2,k10,褲腿,leggings,汕頭話讀本,
褲頭帶,khòu-thâu-tuā,khou3-thau5-tua7,k00,腰帶,belt|a belt,汕頭話讀本,
褲頭綾,khòu-thâu-léng,khou3-thau5-leng2,k10,褲頭綾,"a belt, do silk",汕頭話讀本,
褲骹,khòu-kha,khou3-kha1,k00,褲腿,,考釋,打扮
襇,kóiⁿ,koinn2,k10,裙褶,,考釋,打扮
襊,tsūe,tsue7,k10,褶皺,line,考釋,打扮
西國紙,sai-kok-tsuá,sai1-kok4-tsua2,k10,西國紙,foreign paper,汕頭話讀本,
西爿,sai-pôiⁿ,sai1-poinn5,k10,西邊,west,汕頭話讀本,
西瓜,si-kue,si1-kue1,k10,西瓜,watermelon,汕頭話讀本,
見笑,kièn-siàu,kien3-siau3,k00,羞耻,disgrace,汕頭話讀本,人|品評
規條,kui-tiâu,kui1-tiau5,k10,法律,rule a,汕頭話讀本,
規矩,kui-kṳ́,kui1-kur2,k00,有禮貌,behaviaur|polite,汕頭話讀本,人|品評
覓着,tshūe--tie̍h,tshue7--tieh8,k10,找到,find,汕頭話讀本,
覔,tshūe,tshue7,k00,找,,汕頭話讀本,人|行動
親像,chhin-chhiẽⁿ,chhin1-chhienn6,k00,好像,like|resemble|similar,汕頭話讀本,入門
親儂,chhin-nâng,chhin1-nang5,k10,親人,clansman|surname of the same clan,汕頭話讀本,
親姆,chheⁿ-ḿ,chhenn1-m2,k10,親家母,daughterinlaw's mother,汕頭話讀本,
親家,chhin-ke,chhin1-ke1,k10,親家,daughterinlaw's father,汕頭話讀本,
親情,chhin-chiâⁿ,chhin1-chiann5,k00,親戚,relative,考釋,人|稱呼
親戚,chhin-chhek,chhin1-chhek4,k10,親戚,relations|relative,汕頭話讀本,
觀顧,kuan-kù,kuan1-ku3,k10,照顧,care,汕頭話讀本,人|行動
角瓜,kak-kue,kak4-kue1,k00,絲瓜,name of vegetable,汕頭話讀本,植物|蔬菓
角頭,kak-thâu,kak4-thau5,k10,角頭,corner,汕頭話讀本,
解藥,kói-ie̍h,koi2-ieh8,k10,解藥,to act as an antidote,汕頭話讀本,
解說,kói-sueh,koi2-sueh4,k00,解釋,explain,,教育
計共,kòi-kāng,koi3-kang7,k00,總計,sum|total|amount,汕頭話讀本,職業|經商
計謀,kòi-mông,koi3-mong5,k10,計謀,plot,汕頭話讀本,
討趁,thó-thàn,tho2-than3,k10,討生活,earn,汕頭話讀本,
記口供,kì-kháu-keng,ki3-khau2-keng1,k10,記口供,evidence to take down,汕頭話讀本,
記名,kì-miâⁿ,ki3-miann5,k10,記名,register,汕頭話讀本,
記得,kì-tit,ki3-tit4,k10,記得,remember,汕頭話讀本,
記數,kì-siàu,ki3-siau3,k10,入賬,to enter in account,汕頭話讀本,職業|經商
記號,kì-hō,ki3-ho7,k10,記號,sign,汕頭話讀本,
訟師,sõng-sṳ,song6-sur1,k10,律師,lawyer,汕頭話讀本,職業
設出,siet-tshut,siet4-tshut4,k10,發明,invent,汕頭話讀本,
設圈套,tieⁿ-khuán-thàu,tienn1-khuan2-thau3,k10,設圈套,snare set a,汕頭話讀本,
設立,siet-li̍p,siet4-lip8,k10,設立,appoint,汕頭話讀本,
許願,hẽ-nguān,he6-nguan7,k10,許願,vow,汕頭話讀本,
訴來,sú--lâi,su2--lai5,k10,訴來,statement,汕頭話讀本,
詈,lî,li5,k00,責罵,,考釋,人|行動
詖古,phu̍eh-kóu,phueh8-kou2,k10,談古,anecdote,汕頭話讀本,
詖話,phu̍eh-ūe,phueh8-ue7,k00,聊天,chat,汕頭話讀本,人|行動
詖閒話,phu̍eh-ôiⁿ-ūe,phueh8-oinn5-ue7,k10,說閒話,chat,汕頭話讀本,
試,chhì,chhi3,k00,嚐,"feel|test|try|to taste, to try",汕頭話讀本,飲食
試着,chhì-thóiⁿ,chhi3-thoinn2,k10,試着,test,汕頭話讀本,
試睇,chhì-thóiⁿ,chhi3-thoinn2,k10,試看,try,汕頭話讀本,
認出,jīn-tshut,jin7-tshut4,k10,認出,recognize,汕頭話讀本,
認罪,jīn-tsũe,jin7-tsue6,k10,認罪,plead guilty,汕頭話讀本,
認錯,jīn-tshò,jin7-tsho3,k10,認錯,plead guilty,汕頭話讀本,
誑,kuang,kuang1,k10,騙,,考釋,人|行動
誠實,sêng-si̍t,seng5-sit8,k10,誠實,honest|honesty,汕頭話讀本,
誣賴,bū-luā,bu7-lua7,k10,誣賴,accuse falsely,汕頭話讀本,
請安,chhiáⁿ-uaⁿ,chhiann2-uann1,k10,請安,compliment,汕頭話讀本,
請待,chhiáⁿ-táⁿ,chhiann2-tann2,k10,稍等,just wait please,汕頭話讀本,入門
諑,tok,tok4,k00,毀謗,,考釋,人|行動
諸娘,tsṳ-niêⁿ,tsur1-nienn5,k00,女人,female|female.(only used of man.),汕頭話讀本,人|稱呼
諸娘囝,tsṳ-niêⁿ-kiáⁿ,tsur1-nienn5-kiann2,k10,女子,daughter|girl,汕頭話讀本,
諸𡚸,tsa-bóu,tsa1-bou2,k10,女人,female,汕頭話讀本,
諸𡚸館,tsa-bóu-kuán,tsa1-bou2-kuan2,k10,妓院,brothel,汕頭話讀本,
講究,káng-kiù,kang2-kiu3,k10,講究,discuss,汕頭話讀本,
講論,káng-lũn,kang2-lun6,k10,討論,discuss,汕頭話讀本,人|行動
謠言,iâu-ngân,iau5-ngan5,k10,謠言,rumour,汕頭話讀本,
謹心,kṳn-sim,kurn1-sim1,k10,謹心,attentive|exert,汕頭話讀本,
證據,chèng-kṳ̃,cheng3-kur6,k10,證據,testimony,汕頭話讀本,
譗𧫡(U+27AE1),ta̍h-ti̍h,tah8-tih8,k00,囉嗦,,考釋,人|品評
譬相,phì-sièⁿ,phi3-sienn3,k10,數落,scandal,汕頭話讀本,
議罪,ngí-tsũe,ngi2-tsue6,k10,議罪,convict to,汕頭話讀本,
讀大書,tha̍k-tuā-tsṳ,thak8-tua7-tsur1,k10,讀大書,educated,汕頭話讀本,
讀書儂,tha̍k-tsṳ-nâng,thak8-tsur1-nang5,k10,讀書人,literati,汕頭話讀本,
讀深書,tha̍k-chhim-tsṳ,thak8-chhim1-tsur1,k10,讀深書,educated,汕頭話讀本,
讀經,tha̍k-keng,thak8-keng1,k00,誦經,recite prayers,汕頭話讀本,宗教
豆油,tāu-iû,tau7-iu5,k10,花生油,"oil, pea",汕頭話讀本,
豉油,sī-iû,si7-iu5,k00,醬油,sauce,汕頭話讀本,飲食
豉油架,sī-iû-kè,si7-iu5-ke3,k10,醬油架,a cruetstand,汕頭話讀本,
象牙,chhiẽⁿ-gê,chhienn6-ge5,k10,象牙,elephant's teeth,汕頭話讀本,
豬哥,tṳ-ko,tur1-ko1,k00,公豬,boar,汕頭話讀本,動物|家禽
豬母,tṳ-bó,tur1-bo2,k10,母豬,sow,汕頭話讀本,
豬牢,tṳ-lô,tur1-lo5,k10,豬圈,sty,汕頭話讀本,
豬肝色,tṳ-kuaⁿ-sek,tur1-kuann1-sek4,k10,豬肝色,bistre,汕頭話讀本,
豺狼,tshâi-lâng,tshai5-lang5,k10,豺狼,wolf,汕頭話讀本,
貓呅笑,ba-bun-chhiè,ba1-bun1-chhie3,k10,貓呅笑,smile,汕頭話讀本,
貓頭鳥,ngiau-thâu-chiáu,ngiau1-thau5-chiau2,k10,貓頭鷹,owl,汕頭話讀本,動物|鳥
負,pì,pi3,k00,背,carry,汕頭話讀本,人|行動
財主,tshâi-tsú,tshai5-tsu2,k10,財主,shop proprietor of,汕頭話讀本,
財副,tshâi-hù,tshai5-hu3,k20,會計,clerk|a clerk,汕頭話讀本,職業|經商
財氣,tshâi-khì,tshai5-khi3,k00,幸運,fortunate|fortune|lucky,汕頭話讀本,入門
貢皇帝,kòng-huâng-tì,kong3-huang5-ti3,k10,上貢皇帝,tribute,汕頭話讀本,
貨,hùe,hue3,k00,商品,cargo|commodity|merchandise,汕頭話讀本,職業|經商
貨單,hùe-tuaⁿ,hue3-tuann1,k10,發票,invoice of goods,汕頭話讀本,職業|經商
貪心,tham-sim,tham1-sim1,k10,貪心,covetous|greedy|covetousness,汕頭話讀本,
貪食,tham-chia̍h,tham1-chiah8,k10,貪吃,greedy,汕頭話讀本,
責罪,cheh-tsūe,cheh4-tsue7,k00,責備,,,人|行動
貯貨房,tun-hùe-pâng,tun1-hue3-pang5,k20,儲藏室,,汕頭話讀本,起居|場所
貴,kùi,kui3,k00,親愛的,expensive|dear,汕頭話讀本,入門
貴在,kùi-tsãi,kui3-tsai6,k10,很貴,exorbitant price,汕頭話讀本,
貴氣,kùi-khì,kui3-khi3,k10,貴氣,valuable,汕頭話讀本,
買上盤,bói-chiẽⁿ-puâⁿ,boi2-chienn6-puann5,k20,批發購進,wholesale,汕頭話讀本,職業|經商
買客,bói-kheh,boi2-kheh4,k10,顧客,customer,汕頭話讀本,職業|經商
買無,bói-bô,boi2-bo5,k10,買不到,there is none to be bought,汕頭話讀本,
買賣,bói-bōi,boi2-boi7,k10,買賣,transaction,汕頭話讀本,
買配,bói-phùe,boi2-phue3,k00,買菜,,,飲食
賒,chhia,chhia1,k00,貸,credit,汕頭話讀本,職業|經商
賜福,sṳ̀-hok,sur3-hok4,k00,祝福,bless,汕頭話讀本,入門
賞格,siéⁿ-keh,sienn2-keh4,k10,通緝令,placard offering reward,汕頭話讀本,法律
賠還,pûe-hôiⁿ,pue5-hoinn5,k10,賠還,refund,汕頭話讀本,
賢儂,gâu-nâng,gau5-nang5,k10,賢人,sage,汕頭話讀本,
賢阿娘,gâu-a-niêⁿ,gau5-a1-nienn5,k10,天花,smallpox,汕頭話讀本,健康
賣上盤,bōi-chiẽⁿ-puâⁿ,boi7-chienn6-puann5,k20,批發銷售,wholesale sell,汕頭話讀本,職業|經商
賣平儂,bōi-phiⁿ--nâng,boi7-phinn1--nang5,k10,賣便宜給人,undersell,汕頭話讀本,
賰,tshûn,tshun5,k00,剩下,,汕頭話讀本,入門
賻錢,pua̍h-chîⁿ,puah8-chinn5,k00,賭錢,,汕頭話讀本,活動
贏過,iâⁿ-kùe,iann5-kue3,k10,贏過,better,汕頭話讀本,
贖罪,so̍k-tsũe,sok8-tsue6,k10,贖罪,atone,汕頭話讀本,
赤糖,chhiah-thn̂g,chhiah4-thng5,k00,紅糖,"sugar, brown",汕頭話讀本,職業|經商
赤肉,chhiah-ne̍k,chhiah4-nek8,k00,瘦肉,,考釋,飲食
赤骹,chhiah-kha,chhiah4-kha1,k10,妾,concubine|maid,汕頭話讀本,
赦罪,sià-tsũe,sia3-tsue6,k10,赦罪,forgive|pardon,汕頭話讀本,
走,tsáu,tsau2,k00,跑,escape|run,汕頭話讀本,人|行動
走去坫,tsáu-khṳ̀-tiàm,tsau2-khur3-tiam3,k10,走去藏,abscond,汕頭話讀本,
走囝,tsáu-kiáⁿ,tsau2-kiann2,k10,女兒,daughter,汕頭話讀本,
走孫,tsáu-sun,tsau2-sun1,k10,孫女,brother's daughter,汕頭話讀本,
走文書,tsáu-bûn-tsṳ,tsau2-bun5-tsur1,k10,走文書,courier,汕頭話讀本,
走餉,tsáu-hiàng,tsau2-hiang3,k10,避稅,"contraband|smuggle|duty, to avoid",汕頭話讀本,職業|經商
走馬樓,tsáu-bé-lâu,tsau2-be2-lau5,k10,走馬樓,"verandah, upstairs",汕頭話讀本,
走鬼,tsáu-kúi,tsau2-kui2,k10,妾,concubine|maid,汕頭話讀本,
起,khí,khi2,k00,開始,arise|begin|commence|erect|to go on shore,汕頭話讀本,入門
起來,khí--lâi,khi2--lai5,k10,起來,arise|get up,汕頭話讀本,
起價,khí-kè,khi2-ke3,k00,漲價,price rise in,汕頭話讀本,職業|經商
起厝,khí-tshù,khi2-tshu3,k10,蓋房子,build,汕頭話讀本,
起泡,phok-phã,phok4-pha6,k10,起泡,to rise in blister,汕頭話讀本,
起火,khí-húe,khi2-hue2,k10,起火,to make a fire,汕頭話讀本,
起行,khí-kiâⁿ,khi2-kiann5,k10,起行,start,汕頭話讀本,
起貨,khí-hùe,khi2-hue3,k10,起貨,unload|to discharge cargo,汕頭話讀本,
起身,khí-sin,khi2-sin1,k10,起身,start,汕頭話讀本,
起頭,khí-thâu,khi2-thau5,k00,開始,beginning|commence,汕頭話讀本,入門
趁,thàn,than3,k00,利潤,earn|profit,汕頭話讀本,職業|經商
趣味,tshù-bī,tshu3-bi7,k00,有趣,amusing|funny,汕頭話讀本,人|品評
跋筊,pua̍h-kiáu,puah8-kiau2,k10,賭博,gambling,汕頭話讀本,
跋紙牌,pua̍h-tsuá-pâi,puah8-tsua2-pai5,k10,打牌,card to play,汕頭話讀本,
跋錢,pua̍h-chîⁿ,puah8-chinn5,k00,賭錢,gambling,汕頭話讀本,
跌落,ka-la̍uh,ka1-lauh8,k00,掉落,,汕頭話讀本,人|行動
跟隨,kṳn-sûi,kurn1-sui5,k10,跟隨,attendants,汕頭話讀本,
跪落去,kũi--lo̍h-khṳ̀,kui6--loh8-khur3,k10,跪下去,kneel down,汕頭話讀本,
路囝,lōu-kiáⁿ,lou7-kiann2,k10,小路,path,汕頭話讀本,
路票,lōu-phiè,lou7-phie3,k10,通行證,passport,汕頭話讀本,職業|經商
跳脫,thiàu-thut,thiau3-thut4,k00,脫俗,,考釋,人|品評
踏布,ta̍h-pòu,tah8-pou3,k10,踏布,calender,汕頭話讀本,
踢球,that-kiû,that4-kiu5,k10,踢球,ball play football,汕頭話讀本,
蹂踏,lūn-ta̍h,lun7-tah8,k10,蹂踏,tread,汕頭話讀本,
蹊𨄅,khi-khu,khi1-khu1,k10,蹊𨄅,rugged,汕頭話讀本,
蹴骹,thiàm-kha,thiam3-kha1,k10,跺腳,stamp with the foot,汕頭話讀本,
身分,sin-hūn,sin1-hun7,k10,體格,,汕頭話讀本,健康
身屍,sin-si,sin1-si1,k00,屍體,corpse,汕頭話讀本,人|身體
身底衫,sin-tói-saⁿ,sin1-toi2-sann1,k00,襯衫,a shirt or singlet,汕頭話讀本,打扮
身穿,sin-chhèng,sin1-chheng3,k10,身穿,clothes,汕頭話讀本,
車租,chhia-tsou,chhia1-tsou1,k00,車費,,,交通
車稅,chhia-sùe,chhia1-sue3,k10,車費,fare vehicle,汕頭話讀本,
軍兵,kun-piaⁿ,kun1-piann1,k10,軍兵,troops,汕頭話讀本,
軍火,ke-húe,ke1-hue2,k10,軍火,weapon,汕頭話讀本,
軟疕,nńg-nî,nng2-ni5,k10,中風,,汕頭話讀本,健康
較,khah,khah4,k00,太,too,,入門
較狹,khah-o̍ih,khah4-oih8,k10,太狹,too narrow,汕頭話讀本,
較緊,khah-kin,khah4-kin1,k10,太緊,too tight,汕頭話讀本,
較闊,khah-khuah,khah4-khuah4,k10,太闊,too loose,汕頭話讀本,
載貨,tsài-hùe,tsai3-hue3,k10,載貨,to convey cargo,汕頭話讀本,
輪着底誰,lûn-tie̍h-tî-tiâng,lun5-tieh8-ti5-tiang5,k10,輪到誰,,汕頭話讀本,
輸贏,su-iâⁿ,su1-iann5,k00,比賽,,汕頭話讀本,活動
輾錢,lìn-chîⁿ,lin3-chinn5,k10,輪子,wheel,汕頭話讀本,
轉,tńg,tng2,k00,回,return,汕頭話讀本,入門
辦事,phōiⁿ-sṳ̄,phoinn7-sur7,k10,辦事,transact,汕頭話讀本,
辦頭,pān-thâu,pan7-thau5,k10,樣板,form|pattern|sample,汕頭話讀本,
辭掉,sî-tiàu,si5-tiau3,k10,辭掉,discharge|dismiss,汕頭話讀本,
辯論,piẽn-lũn,pien6-lun6,k10,辯論,discuss,汕頭話讀本,
辯駁,piẽn-poh,pien6-poh4,k10,辯駁,contradict,汕頭話讀本,
迎老爺,iâⁿ-lãu-iâ,iann5-lau6-ia5,k10,迎老爺,procession of a god,汕頭話讀本,
近視,kṳ̃n-sī,kurn6-si7,k10,近視,nearsighted,汕頭話讀本,
近覷,kṳ̃n-tshṳ̀,kurn6-tshur3,k00,近視,nearsighted,考釋,健康
返轉,huán-tńg,huan2-tng2,k10,返回,"on the contrary, on the other hand",汕頭話讀本,
追,jiāu,jiau7,k00,追趕,chase,汕頭話讀本,人|行動
退堂,thó-tn̂g,tho2-tng5,k10,退堂,retire,汕頭話讀本,
退色,thò-sek,tho3-sek4,k10,退色,discoloured,汕頭話讀本,
退開,thò-khui,tho3-khui1,k10,退開,withdraw,汕頭話讀本,
送喪,sàng-sng,sang3-sng1,k10,送殯,accompany|funeral,汕頭話讀本,活動|喪事
送聘,sàng-phiàⁿ,sang3-phiann3,k10,送聘,betrothal to send,汕頭話讀本,
逃走,thau-tsáu,thau1-tsau2,k10,逃走,escape secretly,汕頭話讀本,
逆律,nge̍k-lu̍t,ngek8-lut8,k10,逆律,against the law,汕頭話讀本,
逆流,nge̍k-lâu,ngek8-lau5,k10,逆流,contrary tide,汕頭話讀本,
逆着,kéⁿ--tie̍h,kenn2--tieh8,k10,噎到,choke,汕頭話讀本,
逆着喉,kéⁿ-tie̍h-âu,kenn2-tieh8-au5,k10,噎到,choke,汕頭話讀本,
逆風,nge̍k-huang,ngek8-huang1,k10,逆風,contrary wind,汕頭話讀本,
透大風,thàu-tuā-huang,thau3-tua7-huang1,k10,起大風,storm to rise,汕頭話讀本,
通事,thong-sṳ̄,thong1-sur7,k10,口譯,linguist,汕頭話讀本,
通日,thàng-ji̍t,thang3-jit8,k00,整天,,汕頭話讀本,時日
通暝,thàng-mê,thang3-me5,k00,整夜,,汕頭話讀本,時日
通知,thong-tsai,thong1-tsai1,k10,通知,notify,汕頭話讀本,
通過,thàng--kùe,thang3--kue3,k10,通過,penetrate,汕頭話讀本,
通風,thong-huang,thong1-huang1,k10,通風,ventilate,汕頭話讀本,
造化,tsãu-hùe,tsau6-hue3,k10,造化,fortunate|lucky,汕頭話讀本,
造船,tsõ-tsûn,tso6-tsun5,k10,造船,build a boat,汕頭話讀本,
週流,chiu-liû,chiu1-liu5,k00,漫遊,wander,汕頭話讀本,人|行動
遇着,ngõ--tie̍h,ngo6--tieh8,k10,遇到,meet,汕頭話讀本,
過世,kùe-sì,kue3-si3,k10,過世,dead|depart this life,汕頭話讀本,
過去,kùe--khṳ̀,kue3--khur3,k10,過去,dead|expire,汕頭話讀本,
過帆,kùe-phâng,kue3-phang5,k10,過帆,to gybe,汕頭話讀本,
過意,kùe-ì,kue3-i3,k10,過意,satisfied,汕頭話讀本,
