han,puj,simple_puj,freq,phrase,phrase_puj,phrase_simple_puj
竊,chhiet,chhiet4,,,,
立,li̍p,lip8,k00,,,
站,tsãm,tsam6,,,,
竟,kéng,keng2,k00,,,
章,chiang,chiang1,k10,,,
章,chieⁿ,chienn1,k11,,,
竣,tsùn,tsun3,k10,,,
童,tâng,tang5,,,,
童,thông,thong5,k10,,,
竭,kie̍t,kiet8,k10,,,
端,tuan,tuan1,k00,,,
競,kẽng,keng6,,,,
竹,tek,tek4,,,,
竺,tek,tek4,,,,
竽,u,u1,,,,
竿,kan,kan1,,,,
竿,ko,ko1,,,,
竿,kuaⁿ,kuann1,,,,
笆,pa,pa1,,,,
笋,sún,sun2,,竹笋,tek-sún,tek4-sun2
笑,chhiè,chhie3,k00,,,
笛,te̍k,tek8,,,,
笠,lo̍ih,loih8,,,,
符,hû,hu5,k00,,,
笨,pũn,pun6,k10,粗笨,tshou-pũn,tshou1-pun6
第,tõiⁿ,toinn6,k00,,,
笳,kia,kia1,,,,
筅,tshóiⁿ,tshoinn2,,,,
筆,pit,pit4,k10,,,
等,tán,tan2,k10,等待,tán-thãi,tan2-thai6
等,téng,teng2,k00,相等,siang-téng,siang1-teng2
等,thẽng,theng6,,等我,thẽng uá,theng6 ua2
筊,kiáu,kiau2,,跋筊,pua̍h-kiáu,puah8-kiau2
筋,kṳn,kurn1,,,,
筍,sún,sun2,,,,
筏,hua̍t,huat8,,,,
筐,kheng,kheng1,,,,
筒,tâng,tang5,,,,
筒,tãng,tang6,,,,
答,tap,tap4,k00,,,
策,chheh,chheh4,k10,,,
筵,iẽn,ien6,,,,
筷,khuài,khuai3,,,,
箆,pìn,pin3,,虱箆,sat-pìn,sat4-pin3
箋,chien,chien1,,,,
箍,khou,khou1,,,,
箏,cheng,cheng1,,,,
箒,siú,siu2,,掃箒,sàu-siú,sau3-siu2
箔,po̍h,poh8,,,,
箕,ki,ki1,,,,
算,sǹg,sng3,k00,,,
箠,tshûe,tshue5,,,,
管,kńg,kng2,k02,,,
管,kuán,kuan2,k00,,,
箭,chìⁿ,chinn3,,,,
箱,sieⁿ,sienn1,,,,
箸,tṳ̄,tur7,,,,
節,chiet,chiet4,,失節,sit-chiet,sit4-chiet4
節,tsat,tsat4,k00,,,
節,tsoih,tsoih4,k01,,,
範,huãm,huam6,k10,規範,kui-huãm,kui1-huam6
篆,tuãn,tuan6,,,,
篇,phien,phien1,k10,,,
築,tok,tok4,k10,,,
篋,kiap,kiap4,,,,
篙,ko,ko1,,,,
篡,tshuàn,tshuan3,,,,
篤,to̍k,tok8,,,,
篩,sai,sai1,,,,
篩,thai,thai1,,,,
篷,phâng,phang5,,,,
篷,phông,phong5,,,,
簇,tshok,tshok4,,,,
簇,tso̍k,tsok8,,,,
簍,láu,lau2,,,,
簡,kán,kan2,k00,,,
簧,huâng,huang5,,,,
簸,puà,pua3,,,,
簽,chhiam,chhiam1,k00,簽名,chhiam-miâⁿ,chhiam1-miann5
簾,liâm,liam5,,簾簾,liâm-liâm,liam5-liam5
簿,phõu,phou6,k10,,,
籃,nâ,na5,,,,
籌,thiû,thiu5,,,,
籍,chiã,chia6,k10,,,
籐,tin,tin1,,籐牌,tin-pâi,tin1-pai5
籗,khah,khah4,,,,
籟,nãi,nai6,,,,
籠,lam,lam1,,,,
籠,lâng,lang5,,,,
籠,lóng,long2,,,,
籤,chhiam,chhiam1,,籤詩,chhiam-si,chhiam1-si1
籬,lî,li5,,,,
籬,lōi,loi7,,,,
籮,lô,lo5,,,,
籮,luâ,lua5,,,,
籲,zũ,zu6,k10,呼籲,hu-zũ,hu1-zu6
米,bí,bi2,k00,,,
籽,chí,chi2,,,,
籽,tsṳ́,tsur2,,,,
粉,hún,hun2,k10,,,
粒,lia̍p,liap8,k00,,,
粕,phoh,phoh4,,,,
粗,tshou,tshou1,k00,,,
粘,liam,liam1,,,,
粟,chhek,chhek4,,,,
粥,kiok,kiok4,,,,
粥,tso̍k,tsok8,,,,
粮,niêⁿ,nienn5,,餉粮,hiàng-niêⁿ,hiang3-nienn5
粱,liâng,liang5,,,,
粱,niêⁿ,nienn5,,,,
粳,kèⁿ,kenn3,,,,
粵,ua̍t,uat8,,,,
粹,tshùi,tshui3,,,,
粹,tsùi,tsui3,,,,
精,cheng,cheng1,k00,,,
精,chiaⁿ,chiann1,,,,
粿,kúe,kue2,k10,,,
糉,tsàng,tsang3,,,,
糊,hû,hu5,k10,糊塗,hû-thû,hu5-thu5
糊,kôu,kou5,,,,
糕,ko,ko1,k10,,,
糖,thn̂g,thng5,,,,
糙,tshò,tsho3,,,,
糜,mî,mi5,,,,
糜,mî,mi5,,,,
糜,mûe,mue5,k00,,,
糞,pùn,pun3,,,,
糟,tsau,tsau1,,,,
糟,tso,tso1,,,,
糠,khang,khang1,,,,
糠,khng,khng1,,,,
糧,niêⁿ,nienn5,k10,,,
糯,nò,no3,,,,
糯,tsu̍t,tsut8,,,,
糰,thuân,thuan5,,飯糰,pn̄g-thuân,png7-thuan5
糴,tia̍h,tiah8,k11,,,
糶,thiè,thie3,,,,
系,hĩ,hi6,k00,系統,hĩ-thóng,hi6-thong2
糾,kiũ,kiu6,,,,
紀,kí,ki2,k11,,,
紀,kì,ki3,k10,,,
紂,tiũ,tiu6,,,,
約,iak,iak4,,,,
約,ieh,ieh4,k00,,,
紅,âng,ang5,k00,,,
紅,hông,hong5,,,,
紈,iên,ien5,,,,
紉,jím,jim2,,,,
紊,bûn,bun5,,,,
紋,bûn,bun5,,,,
納,na̍p,nap8,k00,,,
紐,niú,niu2,,,,
純,sûn,sun5,k00,,,
紗,se,se1,,,,
紙,tsuá,tsua2,k10,,,
級,khip,khip4,k00,,,
紛,hun,hun1,,,,
紜,ûn,un5,,紜紜,ûn-ûn,un5-un5
素,sōu,sou7,,,,
素,sù,su3,,,,
紡,huáng,huang2,,,,
紡,pháng,phang2,,,,
索,soh,soh4,k11,,,
索,sok,sok4,k10,,,
紫,chí,chi2,k10,,,
紮,tsak,tsak4,,包紮,pau-tsak,pau1-tsak4
紮,tsak,tsak4,,駐紮,tsũ-tsak,tsu6-tsak4
累,lúi,lui2,,累積,lúi-cheh,lui2-cheh4
累,lũi,lui6,k00,勞累,lâu-lũi,lau5-lui6
累,lũi,lui6,k00,拖累,thua-lũi,thua1-lui6
細,sòi,soi3,k00,,,
細,soih,soih4,,,,
紳,sin,sin1,,,,
紹,siãu,siau6,,,,
絀,tsua̍h,tsuah8,k10,,,
終,tsong,tsong1,k00,,,
組,tsu,tsu1,k00,,,
絆,phuàn,phuan3,,,,
絎,hâng,hang5,,,,
結,kat,kat4,k00,,,
結,kit,kit4,,,,
絕,tso̍h,tsoh8,k00,,,
絛,thau,thau1,,,,
絞,ká,ka2,,,,
絡,lo̍k,lok8,,,,
絢,hièn,hien3,,,,
絢,sun,sun1,,,,
給,kip,kip4,k10,,,
絨,zông,zong5,,,,
絮,sù,su3,,,,
統,thóng,thong2,k00,,,
絲,si,si1,,,,
絹,kièn,kien3,,,,
綁,páng,pang2,k10,,,
綏,sui,sui1,,,,
綏,sûi,sui5,,,,
綑,kún,kun2,,綑條,kún-tiâu,kun2-tiau5
經,keng,keng1,k00,,,
經,keⁿ,kenn1,k01,,,
經,kiaⁿ,kiann1,,,,
綜,tsong,tsong1,k00,,,
綠,le̍k,lek8,k00,,,
綢,tiû,tiu5,,,,
維,zûi,zui5,k10,,,
綱,kang,kang1,,,,
網,mãng,mang6,k00,,,
綴,tshuat,tshuat4,,,,
綴,tùe,tue3,k10,,,
綵,tshái,tshai2,k10,剪綵,chièn-tshái,chien3-tshai2
綸,kuan,kuan1,,,,
綸,lûn,lun5,,,,
綻,tẽng,teng6,,,,
綽,chhiak,chhiak4,,,,
綾,lêng,leng5,,,,
綿,mî,mi5,,,,
綿,miên,mien5,,,,
緄,kún,kun2,,,,
緊,kín,kin2,k00,,,
緒,sú,su2,,,,
緘,khiâm,khiam5,,,,
線,suàⁿ,suann3,k00,,,
緝,chhip,chhip4,,,,
緞,tn̄g,tng7,,,,
締,thì,thi3,,,,
緣,uân,uan5,k00,,,
編,phien,phien1,k00,,,
緩,huán,huan2,,,,
緬,mién,mien2,,,,
緯,úi,ui2,,,,
練,liēn,lien7,k00,,,
緻,tì,ti3,k10,細緻,sòi-tì,soi3-ti3
縈,în,in5,,,,
縈,iông,iong5,,,,
縖,hâ,ha5,,,,
縛,pa̍k,pak8,,,,
縣,kūiⁿ,kuinn7,,,,
縫,hông,hong5,,,,
縫,phāng,phang7,,,,
縫,phông,phong5,,,,
縫,thīⁿ,thinn7,,,,
縮,sok,sok4,k10,,,
縱,tsòng,tsong3,k10,,,
縷,lú,lu2,,,,
總,tsáng,tsang2,,,,
總,tsóng,tsong2,k00,,,
績,cheh,cheh4,k00,,,
繁,huân,huan5,k10,,,
繁,phô,pho5,,,,
繃,pang,pang1,,,,
織,chit,chit4,k10,,,
繕,siẽn,sien6,,,,
繞,jiàu,jiau3,,,,
繡,siù,siu3,,,,
繩,sîn,sin5,,,,
繪,kuài,kuai3,,,,
繫,hĩ,hi6,k10,聯繫,liên-hĩ,lien5-hi6
繭,kóiⁿ,koinn2,,,,
繳,kiáu,kiau2,,,,
繹,e̍k,ek8,,,,
繼,kì,ki3,,,,
纂,tshuàn,tshuan3,,,,
纂,zuán,zuan2,,,,
續,so̍k,sok8,k00,,,
纍,lúi,lui2,k11,罪惡纍纍,tsũe-ak-lúi-lúi,tsue6-ak4-lui2-lui2
纏,tîⁿ,tinn5,,,,
纓,eng,eng1,,,,
纖,chhien,chhien1,,,,
纖,khan,khan1,,,,
纜,lám,lam2,,,,
缶,hú,hu2,,,,
缶,hûi,hui5,,,,
缸,kang,kang1,,,,
缸,kng,kng1,,,,
缺,khih,khih4,,,,
缺,khueh,khueh4,k00,,,
罄,khèng,kheng3,,,,
罈,thâm,tham5,,酒罈,chiú-thâm,chiu2-tham5
罌,eng,eng1,,,,
罐,kuàn,kuan3,,,,
罔,buáng,buang2,,,,
罕,hán,han2,k10,,,
罛,kou,kou1,,敲罛,khà-kou,kha3-kou1
罟,kôu,kou5,,牽罟,khan-kôu,khan1-kou5
罩,tsãu,tsau6,,,,
罪,tsũe,tsue6,k10,,,
置,tì,ti3,k00,,,
罰,hua̍t,huat8,k10,,,
署,sú,su2,,,,
罵,mē,me7,,,,
罷,pã,pa6,,,,
罹,lî,li5,,,,
羅,lô,lo5,k00,,,
羈,kĩ,ki6,,,,
羊,iâng,iang5,,,,
羊,iêⁿ,ienn5,k10,,,
羌,kiang,kiang1,,,,
美,búe,bue2,,,,
美,mí,mi2,k01,,,
美,múi,mui2,k00,,,
羔,ko,ko1,,,,
羚,lêng,leng5,,,,
羞,siu,siu1,,,,
羣,khûn,khun5,k00,,,
羨,iẽn,ien6,,,,
義,ngĩ,ngi6,k00,,,
羲,hi,hi1,,,,
羶,chien,chien1,,,,
羸,lûi,lui5,,,,
羹,keⁿ,kenn1,,,,
羼,tshãn,tshan6,,,,
羽,ú,u2,,,,
羿,ngî,ngi5,,,,
翁,ang,ang1,,,,
翁,eng,eng1,,,,
翁,ong,ong1,,,,
翅,thì,thi3,,,,
翌,e̍k,ek8,,,,
習,si̍p,sip8,k10,,,
翔,siâng,siang5,,,,
翕,hip,hip4,k12,,,
翕,hoh,hoh4,k10,,,
翟,te̍k,tek8,,,,
翠,tshùi,tshui3,,,,
翡,hui,hui1,,,,
翦,chién,chien2,,,,
翩,phien,phien1,,,,
翰,hân,han5,,,,
翱,ngâu,ngau5,,,,
翳,ṳ̀,ur3,,,,
翹,khiàu,khiau3,,,,
翹,khiâu,khiau5,,,,
翻,huan,huan1,k00,,,
翼,e̍k,ek8,,,,
翼,si̍t,sit8,,,,
耀,iãu,iau6,k10,,,
老,láu,lau2,,,,
老,lãu,lau6,k00,,,
考,kháu,khau2,k00,,,
耄,màu,mau3,,,,
者,chiá,chia2,k00,,,
耆,khî,khi5,,,,
耋,tiak,tiak4,,,,
而,zṳ̂,zur5,k00,,,
耍,sńg,sng2,k10,,,
耐,nãi,nai6,k00,,,
耕,keⁿ,kenn1,,,,
耗,hò,ho3,k10,,,
耘,ûn,un5,,,,
耙,pê,pe5,,,,
耪,páng,pang2,,,,
耳,hĩⁿ,hinn6,k10,,,
耳,zṳ́,zur2,,,,
耶,ē,e7,,,,
耶,iâ,ia5,k10,,,
耶,iā,ia7,,,,
耽,tam,tam1,,,,
耿,kńg,kng2,,,,
耿,kuáng,kuang2,,,,
聃,tam,tam1,,,,
聆,lêng,leng5,,,,
聊,liâu,liau5,k00,,,
聖,sèng,seng3,,,,
聖,siàⁿ,siann3,k10,,,
聘,phèng,pheng3,k10,,,
聘,phiàⁿ,phiann3,,,,
聚,tsũ,tsu6,,,,
聞,bũn,bun6,k10,,,
聯,liên,lien5,k00,,,
聯,lîn,lin5,,,,
聰,tshong,tshong1,k10,,,
聲,seng,seng1,,,,
聲,siaⁿ,siann1,k10,,,
聳,sóng,song2,,,,
聶,niap,niap4,,,,
職,cheh,cheh4,k10,,,
聽,thèng,theng3,,,,
聽,thiaⁿ,thiann1,k00,,,
聾,lâng,lang5,,,,
肄,ì,i3,,,,
肅,sok,sok4,,,,
肆,sì,si3,,,,
肆,sṳ̀,sur3,,,,
肇,siãu,siau6,,,,
肉,ne̍k,nek8,k00,,,
肋,le̍k,lek8,,,,
肌,ki,ki1,,,,
肖,siau,siau1,,,,
肖,siãu,siau6,,,,
肖,sièⁿ,sienn3,,,,
肘,iú,iu2,,,,
肘,tiú,tiu2,,,,
肚,tóu,tou2,k10,,,
肚,tõu,tou6,,,,
肛,kang,kang1,,,,
肝,kuaⁿ,kuann1,k10,,,
股,kóu,kou2,k10,,,
肢,chiⁿ,chinn1,,,,
肥,pûi,pui5,k10,,,
肨,phòng,phong3,,肨,phòng,phong3
肩,koiⁿ,koinn1,k10,,,
肪,huang,huang1,,,,
肪,pang,pang1,,,,
肯,khéng,kheng2,k00,,,
肱,hông,hong5,,,,
育,io̍k,iok8,k00,,,
肺,hùi,hui3,k10,,,
胃,ūi,ui7,k10,,,
胄,tiú,tiu2,,,,
胆,táⁿ,tann2,,無胆,bô-táⁿ,bo5-tann2
背,pì,pi3,k11,背包,pì-pau,pi3-pau1
背,pù,pu3,k22,手背,chhiú-pù,chhiu2-pu3
背,pùe,pue3,k10,背誦,pùe-sõng,pue3-song6
胎,tho,tho1,,,,
胕,pũ,pu6,,胕腫,pũ-chéng,pu6-cheng2
胖,phuàn,phuan3,,,,
胚,phue,phue1,,,,
胞,pau,pau1,,,,
胡,hôu,hou5,,胡椒,hôu-chie,hou5-chie1
胡,hû,hu5,k10,胡說,hû-sueh,hu5-sueh4
胡,ôu,ou5,,胡適,ôu sek,ou5 sek4
胤,iẽn,ien6,,,,
胭,in,in1,,,,
胯,khuà,khua3,,,,
胰,î,i5,,,,
胱,kuang,kuang1,,,,
胳,keh,keh4,,,,
胳,koh,koh4,,,,
胴,lâng,lang5,,胳胴下,koh-lâng-ẽ,koh4-lang5-e6
胸,heng,heng1,k10,,,
胺,an,an1,,,,
能,lêng,leng5,k00,,,
脂,chí,chi2,,,,
脂,chiⁿ,chinn1,,,,
脅,hia̍p,hiap8,,,,
脆,tshùi,tshui3,k10,,,
脈,me̍h,meh8,,,,
脈,me̍hⁿ,mehnn8,,,,
脉,méhⁿ,mehnn2,,血脉,hueh-méhⁿ,hueh4-mehnn2
脊,chiah,chiah4,,,,
脊,chit,chit4,,,,
脖,pua̍t,puat8,,,,
脞,tshō,tsho7,,,,
脢,bûe,bue5,,脢肉,bûe-ne̍k,bue5-nek8
脣,tûn,tun5,,,,
脧,tsũi,tsui6,,脧核,tsũi-hu̍t,tsui6-hut8
脫,lut,lut4,,,,
脫,thut,thut4,k10,,,
脬,pha,pha1,,,,
脯,phóu,phou2,,,,
脯,póu,pou2,,,,
脹,chiàng,chiang3,,,,
脹,tièⁿ,tienn3,,,,
脾,phî,phi5,,,,
脾,pî,pi5,,,,
腆,thién,thien2,,,,
腆,tién,tien2,,,,
腈,chiaⁿ,chiann1,,腈肉,chiaⁿ-ne̍k,chiann1-nek8
腋,e̍k,ek8,,,,
腎,siẽn,sien6,,,,
腐,hu,hu1,,,,
腐,hū,hu7,,,,
腑,hú,hu2,,,,
腔,khieⁿ,khienn1,k00,,,
腕,uán,uan2,,,,
腡,lô,lo5,,腡,lô,lo5
腥,chheⁿ,chhenn1,,,,
腥,seng,seng1,,,,
腦,ló,lo2,,,,
腦,náu,nau2,k00,,,
腫,chéng,cheng2,,,,
腮,sai,sai1,,,,
腰,ie,ie1,k10,,,
腳,kha,kha1,k11,,,
腳,kieh,kieh4,,,,
腸,chhiâng,chhiang5,,直腸,ti̍t-chhiâng,tit8-chhiang5
腸,tn̂g,tng5,k10,腸粉,tn̂g-hún,tng5-hun2
腹,pak,pak4,,,,
腺,suàⁿ,suann3,,,,
腺,suâⁿ,suann5,,,,
腿,thúi,thui2,k10,,,
膀,páng,pang2,k10,肩膀,koiⁿ-páng,koinn1-pang2
膀,phâng,phang5,,膀胱,phâng-kuang,phang5-kuang1
膈,keh,keh4,,,,
膊,pak,pak4,,,,
膏,ko,ko1,,,,
膘,phiau,phiau1,,,,
膚,hu,hu1,k00,,,
膛,thâng,thang5,,,,
膜,mo̍h,moh8,,,,
膝,tshak,tshak4,,,,
膠,ka,ka1,,,,
膣,chi,chi1,,,,
膣,tiet,tiet4,,,,
膨,phêⁿ,phenn5,,,,
膩,nĩ,ni6,,,,
膩,zṳ̃,zur6,,,,
膳,siẽn,sien6,,,,
膺,eng,eng1,,,,
膽,táⁿ,tann2,k00,,,
膾,kuài,kuai3,,,,
膿,lâng,lang5,,,,
膿,lông,long5,,,,
臀,thûn,thun5,,,,
臁,liâm,liam5,,骹臁,kha-liâm,kha1-liam5
臂,pì,pi3,k10,,,
臃,iong,iong1,,,,
臆,ek,ek4,,,,
臉,lién,lien2,,,,
臊,tshàu,tshau3,,,,
臊,tsho,tsho1,,,,
臍,tsâi,tsai5,,,,
臘,la̍h,lah8,,,,
臟,tsãng,tsang6,k10,臟器,tsãng-khì,tsang6-khi3
臣,chhîn,chhin5,,,,
臥,õ,o6,,,,
臧,tsang,tsang1,,,,
臨,lîm,lim5,k00,,,
自,tsṳ̃,tsur6,k00,,,
臭,hiùⁿ,hiunn3,,,,
臭,tshàu,tshau3,,,,
至,chì,chi3,k00,,,
致,tì,ti3,k00,致使,tì-sài,ti3-sai3
臺,thâi,thai5,k10,,,
臺,thâi,thai5,k12,臺灣,thâi-uan,thai5-uan1
臻,chin,chin1,,,,
臼,khũ,khu6,,,,
舀,ié,ie2,,,,
舂,cheng,cheng1,,,,
舅,kũ,ku6,k10,,,
與,ṳ́,ur2,k00,,,
與,ṳ̃,ur6,k12,,,
與,ṳ̄,ur7,k22,,,
興,heng,heng1,k10,,,
興,hèng,heng3,,,,
舉,kṳ́,kur2,,,,
舊,kū,ku7,k00,,,
舌,chi̍h,chih8,k10,,,
舍,sià,sia3,k10,房舍,pâng-sià,pang5-sia3
舍,sià,sia3,k10,阿爺阿舍,a-iâ-a-sià,a1-ia5-a1-sia3
舐,chĩ,chi6,k10,,,
舒,su,su1,k10,,,
舒,tshṳ,tshur1,,,,
舔,thiám,thiam2,,,,
舖,phòu,phou3,k10,舖面,phòu-mīn,phou3-min7
舛,tshuáng,tshuang2,,,,
舛,tshún,tshun2,,,,
舜,sùn,sun3,,,,
舞,bú,bu2,k10,,,
舞,mõng,mong6,,,,
舟,chiu,chiu1,,,,
舢,sam,sam1,,舢板,sam-pán,sam1-pan2
航,hâng,hang5,k10,,,
航,phâng,phang5,k22,,,
般,phuân,phuan5,k00,,,
般,puaⁿ,puann1,,,,
舵,tuã,tua6,,,,
舶,po̍h,poh8,,,,
舷,hiên,hien5,,,,
舷,hîⁿ,hinn5,,,,
舷,kîⁿ,kinn5,,,,
船,tsûn,tsun5,k10,,,
艇,théng,theng2,,,,
艘,sóu,sou2,,,,
艙,tshng,tshng1,,,,
艦,lám,lam2,,,,
良,liâng,liang5,k00,,,
艱,kan,kan1,,,,
色,sek,sek4,k00,,,
艾,àiⁿ,ainn3,,艾滋病,àiⁿ-tsṳ-pēⁿ,ainn3-tsur1-penn7
艾,hiāⁿ,hiann7,,,,
艾,ngãi,ngai6,,自怨自艾,tsṳ̃-uàn-tsṳ̃-ngãi,tsur6-uan3-tsur6-ngai6
芋,ōu,ou7,,,,
芍,chhiak,chhiak4,,,,
芍,chiak,chiak4,,,,
芒,mâng,mang5,,,,
芒,mê,me5,,,,
芒,mông,mong5,,,,
芙,hû,hu5,,,,
芝,tsṳ,tsur1,,,,
芥,kài,kai3,,,,
芬,hun,hun1,,,,
芭,pa,pa1,,,,
芯,sim,sim1,,,,
芯,sìn,sin3,,,,
花,hua,hua1,,,,
花,hue,hue1,k00,,,
芳,huang,huang1,,,,
芳,phang,phang1,,,,
芷,chí,chi2,,,,
芹,khṳ̂n,khurn5,,,,
芽,gê,ge5,,,,
苑,uán,uan2,,,,
苔,thai,thai1,,,,
苗,miâu,miau5,k10,,,
苛,kho,kho1,,,,
苞,pau,pau1,,,,
苟,kóu,kou2,,,,
苡,iùⁿ,iunn3,,苡米,iùⁿ-bí,iunn3-bi2
若,jé,je2,,,,
若,jia̍k,jiak8,k00,,,
若,jie̍h,jieh8,k01,,,
若,nā,na7,,,,
苦,khóu,khou2,k00,,,
苫,siam,siam1,,,,
苫,siám,siam2,,,,
苯,pún,pun2,,,,
英,eng,eng1,k00,,,
茁,tshuat,tshuat4,,,,
茂,mõng,mong6,,,,
茂,mõu,mou6,k10,,,
范,huãm,huam6,,范仲淹,huãm tõng-im,huam6 tong6-im1
茄,kia,kia1,,,,
茄,kiê,kie5,,,,
茅,mâu,mau5,,,,
茅,mo,mo1,,,,
茉,ba̍k,bak8,,茉莉,ba̍k-lĩ,bak8-li6
茨,tshṳ̂,tshur5,,,,
茫,mâng,mang5,,,,
茭,kãu,kau6,,蓮茭,nôiⁿ-kãu,noinn5-kau6
茲,tsṳ,tsur1,,,,
茴,hûe,hue5,,,,
茵,in,in1,k10,,,
茶,tê,te5,k00,,,
茸,zông,zong5,,,,
茹,zû,zu5,,,,
草,tsháu,tshau2,k02,草木,tsháu-ba̍k,tshau2-bak8
草,tshó,tsho2,k10,草稿,tshó-kó,tsho2-ko2
荊,keng,keng1,,,,
荏,jím,jim2,,,,
荐,chìn,chin3,,舉荐,kṳ́-chìn,kur2-chin3
荒,hng,hng1,,,,
荒,huang,huang1,k10,,,
荔,lĩ,li6,,,,
荖,láu,lau2,,荖葉,láu-hie̍h,lau2-hieh8
荷,hò,ho3,,,,
荷,hô,ho5,,,,
荷,ô,o5,,,,
荷,õ,o6,,,,
荸,pua̍t,puat8,,,,
荼,thû,thu5,,,,
荽,sui,sui1,,莞荽,uân-sui,uan5-sui1
莆,phû,phu5,,,,
莉,lĩ,li6,,,,
莊,tsang,tsang1,,,,
莊,tsng,tsng1,,,,
莊,tsuang,tsuang1,,,,
莎,sa,sa1,,,,
莎,so,so1,,,,
莖,keⁿ,kenn1,,,,
莖,khêng,kheng5,,,,
莘,sin,sin1,,,,
莞,uân,uan5,,莞荽,uân-sui,uan5-sui1
莢,koih,koih4,,,,
莪,gō,go7,,斜莪粉,siâ-gō-hún,sia5-go7-hun2
莫,mo̍k,mok8,,,,
莽,máng,mang2,,,,
莿,chhì,chhi3,,,,
菇,kou,kou1,,,,
菊,kek,kek4,,,,
菌,khún,khun2,k10,,,
菏,ô,o5,,,,
菓,kúe,kue2,k10,,,
菜,tshài,tshai3,k10,,,
菝,pa̍t,pat8,,菝囝,pa̍t-kiáⁿ,pat8-kiann2
菠,po,po1,k10,,,
菩,phû,phu5,,,,
華,hua,hua1,,,,
華,huâ,hua5,,,,
華,hue,hue1,,,,
菰,kou,kou1,,,,
菱,lêng,leng5,,,,
菲,hui,hui1,,,,
菲,húi,hui2,,,,
菷,soi,soi1,,掃菷星,sàu-soi-chheⁿ,sau3-soi1-chhenn1
萄,thô,tho5,,,,
萊,lâi,lai5,,,,
萌,mêng,meng5,,,,
萍,phêng,pheng5,,,,
萍,phiê,phie5,,,,
萎,úi,ui2,,,,
萬,buān,buan7,k00,,,
萱,suan,suan1,,,,
落,lak,lak4,,,,
落,la̍uh,lauh8,k01,,,
落,lo̍h,loh8,k00,,,
葉,hia̍p,hiap8,,,,
葉,hie̍h,hieh8,k10,,,
葉,ia̍p,iap8,,,,
著,tù,tu3,k10,,,
葛,kuah,kuah4,,,,
葡,phû,phu5,,,,
董,táng,tang2,,,,
董,tóng,tong2,,,,
葦,úi,ui2,,,,
葩,pa,pa1,,,,
葫,hôu,hou5,,,,
葫,hû,hu5,,,,
葬,tsǹg,tsng3,,,,
葵,khûi,khui5,,,,
葵,kûe,kue5,,,,
葷,hun,hun1,,,,
蒂,tih,tih4,,,,
蒙,mông,mong5,k10,啟蒙,khí-mông,khi2-mong5
蒙,mông,mong5,k10,蒙古,mông-kóu,mong5-kou2
蒙,mông,mong5,k10,蒙難,mông-lān,mong5-lan7
蒜,sǹg,sng3,,,,
蒞,lĩ,li6,,,,
蒲,phû,phu5,,,,
蒸,cheng,cheng1,,,,
蒼,tshang,tshang1,,,,
蓄,hak,hak4,,,,
蓄,thiok,thiok4,,,,
蓆,chhie̍h,chhieh8,,草蓆,tsháu-chhie̍h,tshau2-chhieh8
蓉,iông,iong5,,,,
蓋,kah,kah4,,,,
蓋,kài,kai3,,,,
蓋,khàm,kham3,,,,
蓋,khap,khap4,,,,
蓋,khòiⁿ,khoinn3,,,,
蓋,kuà,kua3,,,,
蓑,sui,sui1,,,,
蓖,pi,pi1,,,,
蓬,phông,phong5,,,,
蓮,liên,lien5,,,,
蓮,nôiⁿ,noinn5,,,,
蔑,mi̍t,mit8,,輕蔑,khin-mi̍t,khin1-mit8
蔓,buãn,buan6,,,,
蔔,po̍k,pok8,,蘿蔔,lô-po̍k,lo5-pok8
蔗,chià,chia3,k10,,,
蔚,ùe,ue3,,,,
蔚,ut,ut4,,,,
蔡,tshuà,tshua3,,,,
蔣,chiéⁿ,chienn2,,,,
蔥,tshang,tshang1,,,,
蔥,tshong,tshong1,,,,
蔫,ien,ien1,,,,
蔬,so,so1,k10,,,
蔭,im,im1,,,,
蔴,muâ,mua5,k11,,,
蔻,khòu,khou3,,,,
蔽,pī,pi7,,,,
蕉,chie,chie1,,,,
蕊,lúi,lui2,,,,
蕎,khiâu,khiau5,,,,
蕤,sûi,sui5,,,,
蕩,tãng,tang6,k10,坦蕩,thán-tãng,than2-tang6
蕩,tãng,tang6,k10,掃蕩,sàu-tãng,sau3-tang6
蕩,tãng,tang6,k10,遊蕩,iû-tãng,iu5-tang6
蕪,bû,bu5,,,,
蕭,siau,siau1,,,,
蕾,lúi,lui2,,,,
蕾,lûi,lui5,,,,
薄,pek,pek4,,薄近,pek-kṳ̃n,pek4-kurn6
薄,pô,po5,,薄荷,pô-hò,po5-ho3
薄,po̍h,poh8,k10,銅薄,tâng-po̍h,tang5-poh8
薊,kì,ki3,,,,
薑,kieⁿ,kienn1,,薑薯,kieⁿ-tsṳ̂,kienn1-tsur5
薔,chhiâng,chhiang5,,,,
薛,sih,sih4,,,,
薟,hiam,hiam1,,,,
薤,hãi,hai6,,,,
薦,chìn,chin3,k10,,,
薦,chiⁿ,chinn1,,,,
薩,sak,sak4,,,,
薪,chin,chin1,k10,,,
薪,sin,sin1,,,,
薯,tsṳ̂,tsur5,k11,,,
薰,hun,hun1,k10,,,
薺,chhî,chhi5,,,,
薺,chîⁿ,chinn5,,,,
藉,chiã,chia6,k10,狼藉,lâng-chiã,lang5-chia6
藉,chiã,chia6,k10,藉口,chiã-kháu,chia6-khau2
藍,lâm,lam5,k00,,,
